WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BEAS - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,20,35,26.5,2.8,7.5,6.4,6.8,7.9,7.4,113,6065,1003,3,10,4.3,2.7,3,2.89,11,1600,524,45,1800,753
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,20,21,20.7,6,6.5,6.3,8.2,8.5,8.3,368,437,408,2.6,2.8,2.7,1.45,2,1.58,33,90,64,140,190,157
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,26,30,27.2,5.3,7.5,6.7,7.3,8,7.8,75,151,105,3.2,4.8,3.6,0.2,1,1,30,50,43,75,110,89
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,26,30,27.5,5,6.9,6.3,7,9.4,7.6,98,375,209,3.8,5,4.4,1.4,2,1.86,30,70,48,75,140,98
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,24,27,26,3.5,7.1,5.9,7.2,8.2,7.6,170,50930,13768,3.8,9,5,0.7,3,1.79,35,550,166,50,900,300
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATION-SWEET ZONE), ROHA",MAHARASHTRA,23,30,26.5,6.9,7.6,7.3,7.3,8.1,7.7,60,126,86,2.8,3.6,3.2,0.2,1,1,17,65,50,50,130,93
2168,MITHI RIVER,MAHARASHTRA,24,32,27,0.6,5.4,3.6,7.2,8,7.4,271,35920,6487,6,70,30.5,1,2,1.5,25,1600,534,85,1600,745
2676,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,25,29,27.3,3.9,7.4,6.3,7.7,8.7,8.3,141,1720,999,2,4.8,3.3,1.55,2,1.78,2,6,4,70,140,112
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,28,30,28.7,6.7,7.5,7.2,7.6,8.1,7.7,57,154,125,3,3.8,3.3,0.2,1,1,13,75,39,50,200,89
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,28,30,28.4,6.5,7.5,7.1,7.4,7.7,7.5,57,157,127,3,3.8,3.4,4.4,4.4,4.4,13,20,17,40,110,63
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,28,30,28.7,6.9,7.5,7.1,6.6,7.9,7.4,121,31080,5300,3.2,210,38,0.7,1,1,80,900,388,225,1600,667
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,28,30,28.7,6.8,7.5,7.2,7.4,7.8,7.6,57,154,127,3,3.6,3.2,0.6,1,1,11,25,22,35,70,51
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,28,30,28.7,6.8,7.2,7,7.4,7.8,7.6,56,153,126,3,3.6,3.3,0.2,1,1,13,25,20,40,85,63
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,28,30,28.7,6.8,7.4,7.2,7.5,7.7,7.6,56,154,126,3,4,3.4,0.4,3.2,1.89,11,40,29,45,110,64
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,28,30,28.7,6.6,7.4,7.1,7.6,8,7.8,59,154,112,3,3.6,3.2,0.2,1,0.63,13,170,43,25,275,88
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,24,32,29.3,6.1,7.3,6.8,7.1,8.1,7.7,195,29030,9590,2,6.2,3.6,4.27,5,4.57,2,4,3,110,130,124
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,23,32,28.3,6.2,7.4,6.8,5.9,8,7.4,117,203,174,1.8,6.8,3.7,0.06,3,2.26,2,6,4,90,140,124
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,23,32,28.7,6.3,7.2,6.8,6.9,8.1,7.6,114,14580,2572,2.2,4.8,3.3,4.03,4.56,4.22,2,6,4,110,140,118
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,24,32,29.2,5.8,7.9,6.7,7.4,8.1,7.8,117,21180,6030,2,11.4,4.4,4.22,5,4.78,4,6,4,110,170,138
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,24,32,28.7,5.9,7.4,6.8,6.6,8.2,7.7,182,25140,7207,1.8,8.6,3.9,4.08,5,4.25,2,6,3,90,170,120
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,26,28,27.2,6.4,7.4,6.8,7.7,8.5,8.1,132,229,167,3.4,4.5,3.8,0.1,1,1,17,45,32,55,170,85
2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,26,28,27.2,6,7.4,6.8,7.4,8.5,8,139,228,173,3.2,3.8,3.5,0.1,1,1,11,85,53,55,120,98
2708,"SURYA RIVER AT INTAKE OF VASAI-VIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,26,28,27.2,6.4,7.4,7,7.5,8.6,8,125,230,168,3.2,4,3.6,0.1,1,1,11,80,44,45,120,83
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,26,32,28,5.8,7.4,6.9,7.4,8.3,7.9,74,207,131,3,4.2,3.5,0.5,1,0.75,20,55,41,65,175,96
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,20,30,26.2,6.8,7.2,7,7,8,7.6,75,159,125,3.2,4.2,3.5,0.6,0.6,0.6,8,50,33,35,75,63
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,20,30,26.2,6.8,7.5,7.2,7.1,8,7.5,70,160,132,3,3.8,3.3,0.8,1,0.9,17,50,38,55,140,88
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,26,32,28.2,6.8,7.5,7.2,7.3,8.3,7.7,73,185,119,3.2,3.6,3.3,0.2,1,1,13,70,35,35,140,68
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,20,29,24.5,6.5,7.2,6.9,6.9,8.1,7.5,129,203,159,2,3.4,2.8,0.87,1,1,2,4,3,60,110,82
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,20,29,24.5,6.3,7.4,6.7,7.1,8.1,7.7,96,172,141,2.8,4.2,3.3,0.84,3.26,3,2,6,4,60,120,90
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,22,27,24.5,7.1,7.5,7.3,7.2,8,7.7,91,170,132,2,4.4,2.9,0.82,3,2,2,4,3,70,130,88
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF MEDIUM & MINOR RIVERS IN KERALA- 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,23,25,24,4.9,7.1,6.4,6.9,7.8,7.3,55,120,76,0.9,2.8,1.7,0.1,1.2,0.62,11,500,199,110,3500,788
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,23,26,24.9,5.1,7.5,6,6.5,7.4,7.1,70,130,85,0.8,2.8,1.7,0.09,0.9,0.53,140,500,262,300,900,538
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,23,25.2,24.3,4.9,7.1,6.3,6.5,7.4,7.1,46,88,69,0.8,2.5,1.3,0.4,0.8,0.57,120,350,248,310,900,593
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,24,25.5,24.8,5.5,7.4,6.5,6.6,7.7,7.3,48,110,76,1.2,2.4,1.6,0.13,1.2,0.55,110,500,226,300,1300,545
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,24,29,26.4,5.4,8,6.7,6.3,6.8,6.6,37,97,60,0.3,2.2,1.2,0.02,1,0.34,40,700,228,120,900,435
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,25,31.5,27,5.2,8.3,7,6.2,6.9,6.6,40,25270,3544,0.5,3,1.5,0.05,1,0.37,40,600,208,260,800,435
2286,R AYROOR AT AYROOR BRIDGE,KERALA,24.5,30,26.6,6.3,7.3,6.7,6.6,7.9,7.3,28,65,51,0.4,1,0.8,0.07,1.2,0.35,120,800,547,900,2400,1567
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,25.5,34,28.6,6.2,7.6,6.9,7.3,8.1,7.7,77,160,107,0.2,1.4,0.7,0.03,1.5,0.46,4,900,255,80,1600,443
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,26,34,28.8,6.2,7,6.7,7.4,8.5,7.9,104,248,173,0.2,1.4,0.9,0.1,0.8,0.56,2,500,191,7,900,426
1154,"CHALAKUDY AT PULICKALKA-DAVU, KERALA",KERALA,26,29.2,28,3.8,6.9,5.6,6.5,7.5,6.9,38,300,126,0.3,2.4,1.2,0,1.2,0.67,2,790,266,80,1700,990
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,24,33,27.4,6.8,8,7.3,6.5,8,7.4,34,90,70,0.4,1.7,0.8,0.01,1,0.31,210,6000,2984,300,8000,4208
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,25,32,27.5,6.1,7.6,6.9,6.4,8,7.4,44,47500,12754,0,1.6,0.8,0.02,0.7,0.29,17,5000,1807,50,8000,2557
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,24,30,26.8,5.7,8.5,7.1,7.1,7.9,7.4,45,107,80,0.5,0.8,0.6,0.2,1,0.5,40,5000,1921,240,6000,2831
1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,28,34,30,5.6,8.1,7.2,6,7.6,6.9,42,106,62,0.5,3.4,1.3,0,0.34,0.11,2,210,33,4,700,150
1573,"CHITRAPUZHA AT IRUMPANAM, KERALA",KERALA,28,29.2,28.8,0.6,7.1,3.4,6.2,7.2,6.7,99,13940,2965,0.4,6.8,2.3,0.15,2.76,1.11,20,800,271,80,3000,1236
2295,R CORAPUZHA AT KANAYANKODE,KERALA,25,30,27.4,5.2,7.4,6.1,6.8,7.7,7.2,266,37000,15871,0.4,2,0.9,0.01,0.5,0.25,400,6000,1667,600,13000,2975
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,24,25.8,24.8,4.5,7.8,6.4,6.6,7.7,7.2,62,250,120,0.8,2.8,1.9,0.05,1.8,0.77,60,500,258,210,1400,618
2287,R ITHIKKARA AT ITHIKKARA,KERALA,22,24.8,23.6,5.2,7.1,6.2,6.7,7.8,7.2,102,25500,7448,1.2,2.8,2,0.34,1.8,1.01,80,400,184,200,800,483
1566,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA,28.5,30.5,29.8,5.9,7,6.6,6.5,7.1,6.9,53,124,77,0.8,2.2,1.6,0,0.8,0.29,2,800,264,80,1600,756
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,29,31,30.2,6,7.8,6.8,6.5,7.4,7,52,94,72,0.8,2.7,1.7,0,0.42,0.2,2,1100,249,60,2400,785
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,27.7,28.8,28.2,0.4,7.6,2.9,6.2,7.3,6.7,76,2031,305,1.2,4.2,2.2,0.28,2.9,1.28,20,900,403,40,3000,1623
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,27,29,27.7,0.5,6.8,3,6,6.9,6.6,62,113,86,1.1,3.4,2,0.05,1.13,0.39,40,800,357,80,2800,1319
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,22,25.2,23.9,4.2,7.7,6.7,6.8,7.4,7.1,55,140,79,1,2.8,1.6,0.05,0.8,0.34,120,500,313,310,1700,738
2294,R KALLAI AT KALLAI BRIDGE,KERALA,25,31,27.4,0.5,7.8,3.6,6.8,7.9,7.3,58,55000,32790,1.2,5,2.6,0.05,1.4,0.59,110,300000,64259,400,400000,112867
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,24,33,27.8,1.3,7.7,6.1,7.3,8.3,7.8,106,32000,2905,0.4,3.1,1.3,0.02,1.1,0.54,60,1700,422,180,2200,997
3458,KARAPUZHA DAM AT WAYANAD,KERALA,23.7,31.8,26.4,5.6,7.7,6.9,6.2,7.9,7.4,92,129,112,0.3,0.9,0.5,0.05,1.1,0.35,12,80,50,31,110,67
1571,"R KARINGODE AT KAKKADAVU,  KERALA",KERALA,26,34,29.6,5,8.2,7,5.9,7.5,6.9,35,65,51,0.4,2.8,1.1,0.03,0.43,0.18,2,140,44,50,600,317
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,25,32,27,0,6.2,3.1,6.5,7.5,7.2,93,2040,1416,1.5,32,13.2,1.5,12.4,4.41,1200,14000,2992,11000,54000,19917
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,24,30,26.3,6.5,7.7,7,6.4,7.8,7.1,14,48,30,0.2,0.9,0.5,0,1.2,0.32,70,400,211,240,630,496
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,28,32,30,4.4,7.3,6.1,6.5,7.7,7,44,87,59,0.6,3.6,1.8,0.14,1.3,0.58,11,280,89,50,920,282
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,26,32,28,4.4,7.6,6,6.1,6.6,6.4,35,127,61,0.7,3.1,2.1,0.05,0.78,0.28,40,170,87,140,600,300
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,26,33.1,30.1,3.3,7.7,6.3,6.4,7.6,7,61,142,105,0.4,4,2.8,0.04,1.2,0.37,11,400,142,80,2000,543
2326,R KORAYAR AT KANJIKODE,KERALA,24,31,27.9,5.8,7.5,6.9,7.7,8.4,8.1,70,750,502,0.2,1.8,0.9,0.03,1.8,0.72,2,1200,382,6,1700,615
1569,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA,24,29,27,3.1,8.6,5.9,6.4,7.1,6.7,60,42560,14662,0.3,3.4,1.5,0.08,1.6,0.52,40,400,144,200,800,377
2298,R KUPPAM AT RAYAROM,KERALA,23,30,26,7,8.5,7.8,6.4,7.2,6.8,30,100,49,0.2,3,1.4,0.05,0.6,0.3,21,500,122,110,800,319
1567,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA,24,31,27.7,5.7,8,7.1,6.1,8.3,7.4,37,778,380,0.5,2,1,0,0.5,0.14,40,10500,1527,80,968000,66382
1568,"R MAHE AT VALAYAM, KERALA",KERALA,25,30,27.1,6.4,8,7.3,6.9,8,7.2,46,97,67,0.6,1.8,0.9,0.04,0.7,0.38,40,60000,6490,110,9000,3471
2285,R MAMOM AT MAMOM BRIDGE,KERALA,24.5,30,26.5,4.7,7.7,6.2,6.4,7.9,7.2,32,69,51,0.3,1.3,0.8,0.05,0.41,0.23,80,500,331,300,1700,942
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,28,29,28.5,5.4,7.9,7.2,6,7.5,6.8,49,102,69,0.2,2.4,1.2,0.03,1.09,0.45,340,1300,706,460,1700,941
1384,"MANIMALA AT THONDRA, KERALA",KERALA,28,29,28.7,6.2,7.6,6.9,6,7.2,6.7,51,109,75,0.5,5.9,2.5,0.02,0.9,0.4,140,1400,526,220,1700,701
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,22.7,29.9,25.7,4.5,7.6,6.3,6.9,7.9,7.4,43,185,113,0.4,0.8,0.6,0.4,1.79,0.88,80,110,98,110,180,128
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28,31,29.3,6.7,8.3,7.6,6.5,7.5,6.8,48,156,79,0.7,3,1.6,0.03,1.1,0.31,2,330,48,11,540,109
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,26,28,27,5.2,7.9,7,6.6,7.8,7.2,33,94,57,0.3,1.2,0.6,0.28,0.7,0.46,800,3000,2117,1700,6000,3558
2304,R MOGRAL AT MOGRAL BR.,KERALA,28,36,30.9,1.6,8,5.9,6.1,7.6,7,140,52900,22576,0.2,2.9,1.5,0,0.74,0.35,2,120,42,4,1100,253
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,25,28,27.1,6.3,7.4,6.8,6.7,7.8,7.2,43,534,105,0.3,0.8,0.6,0.08,0.91,0.39,700,2200,1200,1200,4000,2392
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,25,35,30.3,4.7,7.7,6.3,5.5,8,6.7,35,10240,2315,0.8,2.8,1.3,0.05,0.42,0.17,2,230,55,4,700,278
1570,"R NEELESWARAM AT HOSDURG, KERALA",KERALA,27,33,30.4,5.1,7.7,6.4,5.7,7.8,6.9,54,51000,18569,0.3,2.1,1,0.05,0.65,0.27,4,80,40,70,600,277
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,24,30,26.2,4.6,7.1,6.6,6.7,7.8,7.3,25,60,45,0.2,1,0.6,0.05,1.34,0.39,110,400,228,500,1200,940
2284,R NEYYAR AT ARUVIPURAM,KERALA,24,30,26.2,5.7,7.7,6.9,6.8,7.5,7.2,24,58,42,0.2,0.8,0.5,0.01,0.82,0.18,50,280,151,300,1600,774
2288,R PALLICKAL AT NELLIMUKAL,KERALA,24.3,26,25.1,5,7,6,7.1,7.6,7.3,58,110,92,1,2.8,1.7,0.2,1.4,0.56,50,500,256,170,1300,597
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,25,30,27.4,5,7.2,6.1,6.8,7.5,7.2,37,79,59,0.2,1.8,0.7,0.48,2.79,1.04,120,300,181,210,430,311
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,26,31,28.1,2.2,6.2,4.5,6.4,7.4,6.9,58,9984,1190,0.1,1.7,0.7,0.52,2.3,1.17,120,400,218,260,600,388
1565,"PAMBA DOWN, KERALA",KERALA,26,30,28.3,2.3,6.2,4.2,6.6,7.4,7,42,125,69,0.2,1.1,0.6,0.6,1.8,1.04,90,500,240,150,900,420
17,"PERIYAR NEAR ALWAYE-ELOOR, KERALA",KERALA,27.2,29.8,28.2,2,8,6,6.4,7.6,7,93,22440,5569,0.8,4.4,2.2,0.1,1.29,0.68,50,1100,473,230,4000,1894
18,"PERIYAR AT KALADY, KERALA",KERALA,24.5,28.6,27.2,6.3,7.8,7.3,6.6,7.5,7,28,50,34,0.2,1.8,1,0,0.86,0.27,40,500,234,220,1600,927
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,25.5,28.5,27.4,5.7,7.1,6.3,6.6,7.6,7,22,58,44,0.3,2.8,1.6,0,0.7,0.32,70,1200,487,210,3000,1876
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,26.5,29.9,28.2,5.6,7.5,6.4,6.9,7.9,7.2,30,82,49,0.6,2.5,1.4,0,0.5,0.23,2,1100,362,80,2600,1357
2334,RIVER PERIYAR AT PATHALAM,KERALA,26.6,28.9,27.9,3.9,7.3,5.9,6.3,7.9,7,30,15550,3272,0.8,3.5,2.2,0.1,1.73,0.62,60,1100,330,110,3500,1284
2335,R PERIYAR AT KALAMASSERY,KERALA,24,28.6,27.3,1.9,7.2,4.6,6.6,8,7,30,109,65,0.6,2.8,1.7,0.1,0.6,0.28,210,2100,631,240,4300,1937
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,25.5,29.8,28.2,5.1,7.7,6.5,6.4,7.6,6.9,37,16910,4650,0.5,3.2,2,0.38,1,1,63,700,340,130,3500,1573
3468,"PERIYAR AT KWA INTAKE- ALUVA, ERNAKULAM",KERALA,25.5,29.3,28.2,5,7.3,6.5,6.1,7.4,7,22,56,42,0.3,2.9,1.4,0.08,1,1,2,700,249,80,3000,1221
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,25,30,26.7,4.7,7.9,6.4,6.1,6.7,6.4,34,74,45,0.5,2.6,1.2,0.17,1,1,30,440,142,140,900,376
2303,R PULLUR AT PULLUR BR.,KERALA,25,33,28,2.5,7.7,6,5.6,6.8,6.1,38,90,56,0.1,3,1.2,0,0,0,2,500,136,4,900,438
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,26,33,29.7,2.7,8.1,5.3,6.2,7.6,6.8,73,184,99,2,4.6,2.8,0.36,1,0.79,11,340,106,60,2100,523
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,26,32,28.2,2.4,5,3.6,6,7,6.5,56,60200,22131,1.1,2.8,1.8,0.28,1,0.95,40,240,105,110,600,261
2305,R SHRIYA AT ANGADIMOGARU,KERALA,27,32,28.9,5,8,6.9,6.4,7.4,6.7,47,140,66,0.7,3.2,1.8,0,0,0,2,600,93,11,800,205
2296,R THALLASSERY AT PATHIPPALAM,KERALA,25,29,26.4,3.7,8,6,6.1,7.4,6.6,21,96,67,0.6,2.7,1.5,0.7,5,3.69,40,300,168,280,600,398
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,29,30.5,30,2.3,7.8,4.9,6.5,7.6,6.8,92,32000,9107,0.6,3,1.6,0.02,1,1,40,400,208,100,2200,614
2306,R UPPALA AT  UPPALA BR.,KERALA,27,35,30.8,2.7,8,6.3,6.2,7.6,7,68,53420,18931,0.2,3,1.4,0.16,1,1,2,340,34,4,1600,201
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,24,32,27.8,5.5,8,6.6,6.4,7.1,6.8,44,44180,15525,0.2,1.9,1.1,0.055,0.06,0.06,21,700,149,110,900,347
1442,"VAMANAPURAM, KERALA",KERALA,24.5,31,26.7,5,7.6,7.1,6.8,7.8,7.5,32,78,46,0.4,1,0.8,0.02,1,1,120,310,239,300,2400,1097
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATER QUALITY OF MEDIUM & MINOR RIVERS IN ANDHRA PRADESH, KARNATAKA, ORISSA, PONDICHERRY & TAMILNADU - 2013",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,24,28,27,5.8,6.2,6,7.1,7.7,7.3,330,486,432,1.2,1.2,1.2,,3,3,3,3,3,14,240,78
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,24,29,26.8,5.8,6.7,6.1,7.1,8.4,7.7,293,357,328,1.2,1.2,1.2,0.37,1,1,3,3,3,39,460,211
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,17,20,19,5.2,6.2,5.8,7.3,8.3,7.8,683,781,707,0.6,0.8,0.6,0.42,1,0.85,2,2,2,700,1400,1100
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,18,25,21.4,5.8,6.3,6.1,7.6,8.4,8,634,701,674,0.6,1.2,0.9,0.32,1,1,2,2,2,1100,1700,1260
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,26,28,27.1,6.6,7.6,7.3,7.1,7.8,7.3,100,340,164,1.1,3.2,2.3,0.39,1,1,0,550,115,10,900,336
2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,25,27,26.3,7,7.9,7.6,7.2,7.6,7.4,76,349,122,1,5.4,2.4,0.27,1,1,0,900,223,25,1800,834
1894,KUMARADHARA - U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,25,33,28.3,6.2,7,6.5,6.7,7.6,7.1,42,282,95,1,1,1,0,0,0,4,920,156,9,920,212
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,25,34,27.9,6.2,7.2,6.5,6.5,7.7,7.1,35,162,56,1,1,1,0,0,0,2,79,30,6,170,79
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,18,28,23.4,6.8,8.4,7.5,7,8.4,7.8,118,420,237,0.8,2.5,1.4,0.39,1,0.89,490,24000,8281,2200,54000,18918
2424,BUDHABALANGA AT BALASORE D/S,ORISSA,20,29,23.5,6.6,8.2,7.6,7,8.3,7.6,142,27880,3688,1.5,3.6,2.3,0.847,3,2.66,1100,54000,19264,2200,92000,32918
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,15,32,22.4,7.1,7.8,7.3,7.2,7.9,7.5,58,103,82,0.4,1.9,1.2,0.984,2,1.58,330,160000,15816,930,160000,17512
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,22,35,26.8,6.8,8,7.5,7.4,8.4,8,133,292,202,0.3,2.3,1.4,1.664,2,1.89,790,92000,11771,1700,160000,23191
