WATER QUALITY DATA 2012 | CPCB ENVIS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BEAS - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
2294,R KALLAI AT KALLAI BRIDGE,KERALA,24,28,26,1.9,8.2,3.9,6.9,8.2,7.6,549,55000,30298,1,6,2.5,0.05,1.4,0.59,500,24000,4830,700,33000,7240
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,24,31,27,6,7.4,6.6,7.3,8.5,8,106,572,310,0.6,1.4,1.1,0.02,1.1,0.54,170,900,517,300,1600,783
3458,KARAPUZHA DAM AT WAYANAD,KERALA,25,30,27,6,7.7,7,6.3,8.1,7.1,70,125,97,0.3,1.2,0.8,0.05,1.1,0.35,0,90,45,21,140,77
1571,R KARINGODE AT KAKKADAVU,KERALA,26,32,29,5.2,7.8,7.3,6.7,7.5,7,30,75,51,0.1,1.8,0.7,0.03,0.43,0.18,2,300,65,30,600,258
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,27,31,29,0,4.5,0.5,6.8,7.6,7.1,500,4200,1717,4.6,80,21.2,1.5,12.4,4.41,1700,5000,3317,9000,30000,15833
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,28,29,29,6.1,8,7,7,7.8,7.4,45,70,55,0.2,1.4,0.9,0,1.2,0.32,600,1300,800,1100,2200,1400
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,27,33,29,5.4,6.9,6.1,6.4,7.6,6.8,35,112,67,0.3,2.8,1.1,0.14,1.3,0.58,11,220,80,110,1100,394
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,26,32,27,5,8,7,6,7.7,6.7,30,120,61,0.7,2,1.3,0.05,0.78,0.28,4,500,168,14,700,248
2291,KEECHERI AT VADAKKANCHERY BDG,KERALA,29,33,30,2.6,6.7,5.2,6.5,7.4,6.9,56,106,81,0.1,3.8,1.5,0.04,1.2,0.37,11,300,71,80,1700,465
2326,R KORAYAR AT KANJIKODE,KERALA,23,31,27,4.8,7.2,6.1,6.8,8.5,8,40,863,510,0.4,1.9,1.1,0.03,1.8,0.72,2,2400,784,280,5000,1572
1569,R KUPPAM AT THALIPARAMBA,KERALA,22,32,27,4.2,7.6,6.5,6.4,7.4,6.9,48,46160,12150,0.4,5.4,1.8,0.08,1.6,0.52,70,4000,711,140,8000,1481
2298,R KUPPAM AT RAYAROM,KERALA,22,33,25,7,9.1,7.9,6.7,7.5,7.2,31,90,50,0.5,1.8,1.1,0.05,0.6,0.3,50,900,319,300,1400,845
1567,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA,23,28,25,6.7,8,7.5,6.5,7.4,6.9,26,40,34,0.2,2,0.9,0,0.5,0.14,30,300,110,50,700,256
1568,"R MAHE AT VALAYAM, KERALA",KERALA,24,27,26,6.4,7.6,7,6.9,8,7.4,53,104,72,0.3,2.2,1,0.04,0.7,0.38,40,1700,496,50,3000,897
2285,R MAMOM AT MAMOM BRIDGE,KERALA,26,32,29,6.7,8,7.3,6.7,7.7,7.3,65,133,99,0.6,1.7,0.9,0.05,0.41,0.23,600,2800,1088,1400,3500,1788
1340,MANIMALA  AT KALLOOPARA,KERALA,27,29,27,7,8,7.5,5.9,7.9,6.9,57,197,125,0.5,4.2,1.6,0.03,1.09,0.45,400,2800,970,800,4000,1400
1384,MANIMALA AT THONDRA,KERALA,27,29,27,6.1,7.4,6.8,6.2,7.3,6.9,46,165,116,0.3,4.4,1.7,0.02,0.9,0.4,350,1700,825,600,3300,1260
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,24,29,27,2.5,7.3,5.8,6.9,7.9,7.3,80,155,107,0.2,2.3,0.9,0.4,1.79,0.88,14,800,232,17,1100,343
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,26,33,28,5.4,7.8,7.1,6.5,7.8,7.2,52,138,85,0.1,2,0.8,0.03,1.1,0.31,2,220,67,14,400,184
1339,MEENACHIL AT KIDANGOOR,KERALA,25,29,26,4.5,7.7,6.8,6.3,7.4,7.1,43,90,58,0.4,1.5,0.7,0.28,0.7,0.46,1100,3200,2010,1700,5000,3460
2304,R MOGRAL AT MOGRAL BR.,KERALA,25,33,29,3.4,6.9,5.7,6.1,8,7.3,245,56200,13197,0.4,2.4,1.5,0,0.74,0.35,4,110,46,11,400,144
43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,26,30,27,5.4,7.5,6.7,6.4,7.9,7.1,30,79,58,0.6,2.5,1.2,0.08,0.91,0.39,20,3000,964,50,5000,1739
2302,NEELASWARAM AT NAMBIARKAL ,KERALA,26,32,28,5.6,8,7,6.2,7.4,6.9,50,12800,3453,0.2,2,0.9,0.05,0.42,0.17,4,170,56,50,600,278
1570,R NEELESWARAM AT HOSDURG,KERALA,26,32,29,5.2,7.7,6.5,5.9,7.8,7,66,53000,14369,0.1,3.8,1.3,0.05,0.65,0.27,4,110,63,60,350,175
1563,R NEYYAR AT AMARAVILA,KERALA,26,30,28,5.4,7.5,6.6,6.8,7.9,7.3,49,86,70,1,2.5,1.4,0.05,1.34,0.39,500,1600,838,1700,2200,1875
2284,R NEYYAR AT ARUVIPURAM,KERALA,27,30,29,5.5,7.6,7,7,7.8,7.3,43,75,60,0.4,1.1,0.8,0.01,0.82,0.18,350,1100,631,1400,2800,1813
2288,R PALLICKAL AT NELLIMUKAL,KERALA,24,29,26,4.9,7.4,6.3,6.4,7.8,7.2,68,142,97,0.6,1.8,0.8,0.2,1.4,0.56,220,500,357,600,1200,880
1156,PAMBA AT CHENGANNUR,KERALA,26,29,28,3.9,7.7,6,6.5,7.5,7,29,110,63,0.7,2,1.1,0.48,2.79,1.04,80,600,243,140,1100,493
1341,PAMBA AT THAKAZHY,KERALA,26,30,28,2.3,6.5,4.4,6.5,7.7,7.1,54,374,113,0.8,2.2,1.5,0.52,2.3,1.17,120,800,358,240,1700,722
1565,PAMBA DOWN,KERALA,26,30,28,1.2,6.9,4.5,6.8,7.9,7.2,44,120,79,0.1,1.3,1,0.6,1.8,1.04,90,800,279,170,1400,537
17,PERIYAR NEAR ALWAYE-ELOOR,KERALA,27,31,28,2.6,6.5,5.1,6.4,7.4,6.9,94,8164,1789,1.1,3.7,2.1,0.1,1.29,0.68,40,1100,408,350,3500,1946
18,PERIYAR AT KALADY,KERALA,26,30,27,6.6,8,7.5,6.6,8.1,7.2,27,50,36,0.6,1.7,1.1,0,0.86,0.27,20,1100,282,110,4000,1134
1338,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA,26,30,28,5,7.6,6.8,6.3,7.5,7,30,277,59,0.7,2.3,1.3,0,0.7,0.32,80,1700,648,600,5000,2267
2333,PERIYAR AT MUPPATHADAM,KERALA,27,31,28,6.3,7.9,6.8,6.5,7.5,6.9,33,602,114,0.4,2.3,1.4,0,0.5,0.23,110,1100,388,350,3000,1785
2334,RIVER PERIYAR AT PATHALAM,KERALA,27,31,28,0.8,7.8,5.9,6.4,7,6.8,51,3450,1108,0.6,4.9,2.2,0.1,1.73,0.62,20,1600,386,140,5000,1520
2335,R PERIYAR AT KALAMASSERY,KERALA,26,32,28,2,7,4.9,6.2,7,6.7,37,422,88,0.4,6,2.2,0.1,0.6,0.28,220,800,480,1100,6000,2200
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,26,32,28,4.5,7.7,6.8,6.4,7.2,6.9,36,7642,1686,1,2.3,1.4,0.05,0.6,0.25,2,1300,236,120,5000,1223
3468,"PERIYAR AT KWA INTAKE- ALUVA, ERNAKULAM",KERALA,26,30,28,6.5,7.7,7.1,6.5,7.5,6.9,30,120,45,0.8,1.8,1.2,0,0.6,0.29,2,900,451,80,3500,1636
2300,PERUVAMBA AT CHANDAPPURA,KERALA,24,32,26,6.1,7.3,6.9,5.9,7.5,6.6,38,90,56,0.5,1.9,1.1,0.09,0.6,0.3,21,400,177,170,1700,542
2303,R PULLUR AT PULLUR BR.,KERALA,26,33,28,4.5,7.5,6.5,5.8,6.8,6.3,31,93,49,0.1,3.1,1,0.04,0.58,0.22,6,220,87,70,700,323
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,27,33,29,3,6.7,4.9,6.2,7,6.6,66,840,169,1,5.4,2.1,0.06,1.8,0.76,11,1700,250,70,7000,1241
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,25,33,28,3,6.9,4.2,5.8,7.4,6.5,52,51500,19575,0.7,2.3,1.4,0.05,1,0.39,40,1100,210,110,1600,528
2305,R SHRIYA AT ANGADIMOGARU,KERALA,26,30,28,3.8,7.8,6.9,6.6,8,7.1,35,150,63,0.2,2,0.9,0,0.44,0.16,6,400,152,17,700,336
2296,THALLASSERY AT PATHIPPALAM,KERALA,24,31,26,5.2,7.3,6.6,6.2,7.2,6.7,56,91,69,0.2,2.2,0.8,0.05,1,0.38,8,500,185,27,900,464
2292,THIRUR AT THALAKKADATHUR BDG,KERALA,28,30,29,3.2,6.6,4.5,6,7.5,6.6,62,29500,6381,0.5,4.4,2.1,0,0.9,0.34,40,400,196,50,1100,435
2306,R UPPALA AT  UPPALA BR.,KERALA,25,33,29,3.7,7.7,6.2,6.4,7.9,7.2,70,52000,9326,0.2,3,1.3,0.05,0.6,0.22,4,220,61,6,350,141
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,24,32,27,4.6,7.7,6.6,6.6,7.4,7.1,59,42190,15158,0.5,2.2,1.1,0.03,0.56,0.26,2,300,126,11,5000,810
1442,VAMANAPURAM,KERALA,26,31,29,2.1,7.5,6.3,6.7,7.8,7.3,44,110,74,0.8,2.2,1.2,0.1,1.32,0.29,400,2200,725,1600,2800,1813
,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATER QUALITY OF MEDIUM & MINOR RIVERS IN ANDHRA PRADESH, KARNATAKA, ORISSA, PONDICHERRY & TAMILNADU - 2012",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1448,NAGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH,25,28,27,5.8,6.2,6,7.3,7.9,7.6,264,707,429,1,1.6,1.1,0.43,1.83,1.1,3,3,3,3,1100,362
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,25,29,27,5.7,6.2,6,7.6,7.9,7.8,224,459,308,1,2,1.1,0.19,2.69,1.47,3,3,3,4,1100,343
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,18,20,20,4.1,7.5,5.8,7.1,7.6,7.4,414,589,505,0.4,0.8,0.6,0,1.58,0.73,2,6,4,1100,2100,1517
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,20,27,24,4.4,7.1,6.1,7.1,7.7,7.5,306,667,465,0.5,0.6,0.5,0.25,0.7,0.34,2,6,4,1200,2100,1458
1444,KALI AT D/S WEST COAST PAPER MILL,KARNATAKA,27,29,28,5.3,7.3,6.4,6.7,7.3,7.1,157,213,183,1.4,3,2.3,0,1.8,0.62,45,550,209,170,900,398
2780,"KALI AT U/S OF WCPM, DANDELI",KARNATAKA,24,28,27,6.8,7.7,7.1,6.8,7.6,7.4,113,159,135,1.2,2.6,1.9,0,1.4,0.72,225,900,419,130,1800,995
1894,KUMARADHARA - U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,KARNATAKA,29,35,32,6.2,7,6.7,6.9,7.4,7.2,43,273,103,1,1,1,,,,2,26,11,2,220,70
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,28,34,30,6.4,7,6.8,6.8,7.4,7.1,42,251,106,1,1,1,,,,2,34,13,2,510,137
2423,"BUDHABALANGA, D/S OF BARIPADA",ORISSA,18,25,22,7.4,9.6,7.8,7.5,8.4,7.9,129,287,213,0.8,1.8,1.5,0.01,1.48,0.35,2100,35000,7742,5800,54000,15083
2424,BUDHABALANGA AT BALASORE D/S,ORISSA,16,25,22,7.2,9.7,7.7,7.2,8.5,8.1,190,685,312,1.3,2.8,2,0.03,2.01,0.75,3100,35000,12675,8400,92000,32017
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,18,31,24,6.4,7.2,6.9,6.7,8.2,7.6,14,167,99,1,2.4,1.6,0.27,5,1.39,460,11000,3066,940,17000,5395
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,20,36,27,6.9,8.1,7.3,7.4,8.4,8,151,318,230,1.1,2.6,1.6,0.06,1.48,0.69,490,7000,2346,790,11000,4348
1642,NAGAVALLI AT JAYKAYPUR D/S,ORISSA,20,35,26,6,7.3,6.8,7.5,8.4,8.1,181,414,264,1.6,3.9,2.6,0.11,3.8,1.16,460,7900,2428,1300,11000,5142
1643,NAGAVALLI AT RAYAGADA D/S,ORISSA,19,33,25,5.9,7.7,7.2,7.5,8.6,8.1,160,659,272,1.4,16,3.1,0.08,3.62,1.46,130,7900,2196,230,13000,4586
1455,RUSHIKULYA AT GANJAM U/S,ORISSA,20,34,28,5.1,10.6,8,7.9,8.7,8.3,209,648,312,0.8,2.2,1.4,0.05,2.86,0.73,230,2800,1618,330,9200,4319
1456,RUSHIKULYA AT GANJAM D/S,ORISSA,24,32,29,6.3,10.8,8.2,6.9,8.4,8,335,51840,19595,1,2.8,2,0.52,2.42,0.94,20,2400,624,68,3500,1116
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,21,33,26,6.4,7.3,7,6.7,8.4,8,144,346,199,0.9,2.9,1.8,0.05,4.24,1.11,330,3300,1503,790,9200,3573
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,20,37,28,6.8,7.5,7.2,6.9,8.4,8.1,145,295,201,1.2,2.1,1.6,0.1,0.9,0.36,93,3300,1239,490,4900,2324
1685,ARASALAR RIVER KARAIKAL REGION,PONDICHERRY,31,31,31,6.8,6.8,6.8,7.8,7.8,7.8,505,505,505,2.1,2.1,2.1,0.02,0.02,0.02,,,,,,
2444,CORINGA RIVER,PONDICHERRY,25,25,25,6.5,6.5,6.5,7.9,7.9,7.9,11170,11170,11170,3,3,3,0.3,0.3,0.3,,,,,,
2442,GAUTAMI-GODAVARI RIVER,PONDICHERRY,25,25,25,6.9,6.9,6.9,7.4,7.4,7.4,4990,4990,4990,3,3,3,0.37,0.37,0.37,,,,,,
2443,GAUTAMI-GODAVARI RIVER,PONDICHERRY,25,25,25,6.8,6.8,6.8,8.1,8.1,8.1,1516,1516,1516,,,,0.28,0.28,0.28,,,,,,
2445,MAHE RIVER,PONDICHERRY,26,26,26,6,6,6,7.3,7.3,7.3,44600,44600,44600,,,,0.23,0.23,0.23,,,,,,
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,21,32,27,4.9,8.9,6.8,6.9,7.9,7.5,725,1065,890,1,4,2.1,0.01,1,0.51,2,1700,274,2,2800,589
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMILNADU,22,26,23,6.4,7.7,7.3,6.6,7.7,7.6,63,867,160,0.8,5.8,1.9,0,0.14,0.06,21,40,32,70,120,89
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNADU,23,28,25,6.1,7.6,7,6.2,8,7.7,86,318,111,1,8,2.2,0,0.2,0.08,38,70,53,110,170,131
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNADU,24,29,26,5.4,7.8,6.7,6.3,7.8,7.7,104,358,139,1,14,3.1,0.03,0.94,0.22,70,170,123,130,350,300
1162,TAMBIRAPARANI AT MURAPPANADU,TAMILNADU,29,29,29,6.1,7.8,7.2,6.8,7.9,7.2,186,506,288,1,5,2.1,0.01,0.3,0.14,21,70,33,80,110,91
1328,TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU,18,28,24,6,7.6,7,6.2,7.8,7.1,70,246,95,1.1,6.8,1.9,0.01,0.23,0.08,30,70,47,90,170,118
1329,TAMBIRAPARANI AT RAIL BDG. ,TAMILNADU,22,26,24,6,7.8,7,6,7.7,7.5,63,252,84,1,6.2,1.7,0,0.21,0.06,24,50,32,80,110,87
1330,TAMBIRAPARANI AT ARUMUGANERI,TAMILNADU,29,29,29,6,8.4,7.4,0.3,8.2,7,280,14580,3101,1.5,115,15.6,0.01,0.71,0.15,40,170,76,120,350,174
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNADU,29,29,29,6.5,7.7,7.2,6.8,7.9,7.3,278,883,510,1.2,8,2.9,0.01,0.31,0.08,30,80,46,110,170,123
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNADU,23,27,24,6.5,7.6,7.1,6.2,7.7,7.4,64,214,88,0.9,7,1.8,0,0.2,0.07,21,50,34,70,120,90
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMILNADU,29,29,29,6.4,8.1,7.2,6.6,7.4,6.9,154,1094,338,1,16,3.8,0.01,0.25,0.07,24,80,44,90,130,104
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNADU,25,29,26,5.3,7.6,6.7,6.5,7.9,7.6,117,389,162,0.9,16,3.3,0.01,0.53,0.16,70,110,90,210,350,249
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNADU,25,30,27,5.5,7.7,6.7,6.4,7.8,7.6,143,383,182,1.1,24,4.1,0.01,0.4,0.15,70,110,92,200,300,251
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT",TAMILNADU,28,35,32,0,0.9,0.2,6.8,7.6,7.2,1092,3310,2219,0.3,500,185.8,0.12,10.17,1.75,7900,900000000,180000000,13000,2000000000,300000000
,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATER QUALITY OF MEDIUM & MINOR RIVERS IN HARYANA, HIMACHAL PRADESH, PUNJAB, RAJASTHAN & MADHYA PRADESH- 2012",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1885,GHAGGAR AT D/S OF SURAJPUR,HARYANA,,,,6.6,6.9,6.8,7.6,8.4,8,380,448,414,3.1,3.1,3.1,0.5,1.25,0.88,,,,,,
1023,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB,13,31,21,5,6.2,5.5,7.2,7.5,7.4,530,712,635,6,12,8.8,4,7.8,5.08,1100,2200,1400,4000,7000,5500
1024,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB,15,34,24,4.4,7.4,5.5,7.1,7.7,7.4,881,1234,1051,17,30,25,2.8,11.2,6.8,11000,50000,32000,22000,90000,63000
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB,13,31,21,4.9,6,5.3,7.1,7.4,7.3,594,727,636,6.4,14,9.9,4.6,5.5,5,1400,4000,2150,9000,11000,10000
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",PUNJAB,15,34,24,4.6,6,5.1,7.1,7.6,7.4,871,1207,993,16.4,28,21.9,3.7,10.6,6.63,9000,60000,36250,21000,90000,57750
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,13,30,21,4.4,6.6,5.3,7.2,7.7,7.5,552,791,632,5.8,19,13.5,4.2,6.7,5.08,14000,34000,20000,26000,60000,34750
1699,GHAGGAR AT U/S DHAKANSU NALLAH,PUNJAB,13,22,18,4.2,6,4.9,7.3,7.5,7.4,882,1066,973,16,18.4,17.5,4.7,4.8,4.77,13000,27000,22000,22000,50000,40667
1700,GHAGGAR AT D/S DHAKANSU NALLAH,PUNJAB,13,32,22,3.2,5.8,4.3,7.2,7.7,7.5,986,1509,1156,18,34,24.5,5.8,12.7,7.65,33000,34000,33750,50000,70000,65000
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,13,31,22,4.2,5.6,4.8,7.1,8,7.4,581,1243,904,18,34,26,5.4,9.9,8.6,27000,40000,31750,50000,70000,55000
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,13,31,21,4.4,5.8,5.1,7.2,7.5,7.4,781,1730,1110,11,23,16,5.2,40.1,14.85,2100,7000,3475,11000,13000,12000
1703,GHAGGAR AT MOONAK,PUNJAB,15,34,24,4.2,7.3,5.3,7.3,7.5,7.4,912,1942,1290,23,32,26.9,5.8,10.4,8.1,11000,50000,36250,25000,90000,66250
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,16,30,22,4,6.6,4.9,7.2,7.7,7.4,790,1228,990,21,43,27.8,3.7,9,6.78,11000,27000,19000,33000,50000,40500
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,16,30,22,4.2,7,5.2,7.2,7.6,7.4,746,1194,914,17,29.1,20.5,4.2,8.2,6.18,9000,17000,14750,27000,33000,29500
1025,"GHAGGAR GH-1 AT ROAD BRDG. SIRSA,DEBWALI ROAD",HARYANA,,,,6.4,6.4,6.4,7.9,7.9,7.9,1808,1808,1808,21,21,21,5.9,5.9,5.9,,,,,,
1026,GHAGGAR GH-2 AT CHANDARPUR ,HARYANA,,,,6.6,6.6,6.6,7.8,7.8,7.8,1302,1302,1302,18,18,18,,,,,,,,,
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL ,HARYANA,,,,6.4,6.4,6.4,8,8,8,1286,1286,1286,19.5,19.5,19.5,,,,,,,,,
1718,GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629,RAJASTHAN,33,33,33,4.8,4.8,4.8,7.5,7.5,7.5,280,280,280,2.4,2.4,2.4,0.72,0.72,0.72,3,3,3,4,4,4
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH,13,28,20,6.3,8.5,7.7,6.5,8,7.4,167,860,344,1,1.6,1.2,0.02,1.12,0.37,6,14,9,15,25,19
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,11,28,20,6,8.4,7.3,0.9,8.1,7,190,488,310,1,1.8,1.4,0.07,0.98,0.38,8,20,13,16,32,22
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,11,27,20,6,8.4,7.1,7.5,8.2,7.7,188,480,303,1,1.8,1.5,0.02,0.9,0.34,10,19,13,20,27,23
1884,KALA AMB D/S MARKANDA RIVER,HARYANA,20,20,20,2.8,3.8,3.3,6.9,8.1,7.5,1150,2110,1630,185,185,185,0,3.5,1.75,,,,,,
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN",HIMACHAL PRADESH,12,20,18,3.2,7.8,6.2,7.2,8,7.5,266,1614,788,2,180,41.5,0.06,11.71,4.08,12,286,105,15,600,235
2947,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN,20,28,24,4.5,8.4,6,7.8,8.8,8.3,380,530,468,0.6,2.6,1.4,0.22,0.62,0.43,4,7,5,9,23,16
1717,"KODRA DAM, MOUNT ABU",RAJASTHAN,12,22,19,4.5,7.5,5.9,6.9,7.7,7.3,140,370,234,0.4,2.7,1.5,0.14,0.58,0.36,4,4,4,9,20,12
2948,"BANDI AT HEMAWAS DAM, PAL",RAJASTHAN,21,26,23,5,8.3,6.4,7.8,8.3,8,200,1150,527,0.6,2,1.2,0.16,0.58,0.35,4,9,5,7,75,21
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI",RAJASTHAN,19,27,24,4,8.3,5.9,7.2,8.4,7.9,160,2500,796,0.5,2.5,1.5,0.3,0.74,0.48,3,7,4,4,28,14
3305,"BANJAR AT MALANJKHAND NR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,21,24,23,6.8,7.8,7.3,7.2,7.6,7.4,353,430,388,1.6,3.6,2.1,0.16,1.64,0.58,,,,17,120,46
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF MEDIUM & MINOR RIVERS IN MANIPUR - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
2869,BARAK RIVER AT SENAPATI DISTT,MANIPUR,27,30,28,5,10.5,8.5,7,8,7.5,95,324,166,0.7,5.7,2.7,,,,,,,20,40,31
2838,"BARAK RIVER NR NONEY VILL., TAMENGLONG",MANIPUR,29,29,29,8.2,10.1,8.9,6.6,7.3,7,120,130,125,1,3.6,1.9,,,,,,,40,56,45
2868,"CHAKPIAT CHAKPIKARONG, CHANDEL",MANIPUR,28,33,30,6.4,10.1,8,7.3,8.3,7.8,99,218,144,1.6,2.4,2.1,,,,,,,15,80,51
1424,IMPHAL AT MAHABALI,MANIPUR,27,31,30,4.9,9.1,7.5,7.4,8.3,7.7,33,151,87,0.4,2.8,1.2,,,,,,,30,80,54
1457,IMPHAL AT KOIRENGEI,MANIPUR,25,30,28,6.6,9.5,8.5,7.4,8,7.6,52,142,84,0.4,3.6,2,,,,,,,5,32,16
